avg_cl,trans,deg_centr,average_neighbor_degree,average_degree_connectivity,k_nearest_neighbors,degree_centrality,closeness_centrality,betweenness_centrality,diameter,average_shortest_path_length
0.7656565656565657,0.5060240963855421,0.36363636363636365,428095296.45454544,6.0475,6.0475,0.36363636363636365,0.6286549707602339,0.0707070707070707,2,1
0.0,0,1,645464263,0,0,1,0.0,0.0,0,0
0.39691498271494663,0.20405708349280988,0.10910364145658263,585162312.0416666,29.911496507173272,29.911496507173272,0.10910364145658263,0.5312883349157709,0.007549969140198453,2,1
0.6178557904419973,0.3990430622009569,0.2367816091954023,401544675.4,13.149950172979729,13.149950172979729,0.2367816091954023,0.5761939689683199,0.027257799671592777,2,1
0.7412333774500536,0.20580474934036938,0.10631229235880398,219846677.30232558,16.03554125915237,16.03554125915237,0.10631229235880398,0.5336354380308496,0.021797261161980386,2,1
0.0,0,1,651788496,0,0,1,0.0,0.0,0,0
0.0,0,1,643956944,0,0,1,0.0,0.0,0,0
0.0,0,1,639598815,0,0,1,0.0,0.0,0,0
0.0,0,1,639598817,0,0,1,0.0,0.0,0,0
0.4818181818181818,0.3181818181818182,0.29090909090909095,307048165.72727275,5.857777777777778,5.857777777777778,0.29090909090909095,0.604340619820496,0.0787878787878788,2,1
0.0,0,1,649003246,0,0,1,0.0,0.0,0,0
0.0,0,1,641958132,0,0,1,0.0,0.0,0,0
0.0,0,1,647758070,0,0,1,0.0,0.0,0,0
0.0,0,1,641827069,0,0,1,0.0,0.0,0,0
0.0,0,1,640418051,0,0,1,0.0,0.0,0,0
0.7928571428571428,0.6268656716417911,0.6071428571428571,585872130.5,5.054761904761905,5.054761904761905,0.6071428571428571,0.7428030303030303,0.06547619047619047,2,1
0.0,0,1,643498248,0,0,1,0.0,0.0,0,0
0.28426086956521746,0.13249211356466878,0.11666666666666667,374403481.52,11.022023809523809,11.022023809523809,0.11666666666666667,0.5403674748474352,0.03840579710144927,2,1
0.7005507209471403,0.41225165562913907,0.26877470355731226,297032294.26086956,11.769680379038668,11.769680379038668,0.26877470355731226,0.5910234460663376,0.03482025221155655,2,1
0.0,0,1,642285848,0,0,1,0.0,0.0,0,0
0.0,0,1,651559193,0,0,1,0.0,0.0,0,0
0.40555555555555556,0.15,0.24444444444444444,497279276.2,5.314814814814815,5.314814814814815,0.24444444444444444,0.5897058823529412,0.09444444444444444,2,1
0.0,0,1,649888027,0,0,1,0.0,0.0,0,0
0.0,0,1,647758111,0,0,1,0.0,0.0,0,0
0.0,0,1,639729951,0,0,1,0.0,0.0,0,0
0.0,0,1,651886881,0,0,1,0.0,0.0,0,0
0.0,0,1,649363746,0,0,1,0.0,0.0,0,0
0.6037878787878789,0.3614457831325301,0.2878787878787879,351348533.75,6.166498316498316,6.166498316498316,0.2878787878787879,0.6013700509443544,0.07121212121212121,2,1
0.25621959849724807,0.032467532467532464,0.022431004110393424,489333027.8167939,38.272256471598574,38.272256471598574,0.022431004110393424,0.5075764786453512,0.007578054231702378,2,1
0.0,0,0.25,433224185.875,4.0,4.0,0.25,0.5961538461538461,0.125,2,1
0.7666666666666666,0.8823529411764706,0.7333333333333334,234569257.16666666,4.216666666666667,4.216666666666667,0.7333333333333334,0.8148148148148149,0.06666666666666667,2,1
0.0,0,1,645464369,0,0,1,0.0,0.0,0,0
0.0,0,1,651788596,0,0,1,0.0,0.0,0,0
0.0,0,1,649101620,0,0,1,0.0,0.0,0,0
0.0,0,1,650641718,0,0,1,0.0,0.0,0,0
0.0,0,1,650477880,0,0,1,0.0,0.0,0,0
0.8333333333333333,0.75,0.8333333333333333,380962756.5,2.666666666666667,2.666666666666667,0.8333333333333333,0.875,0.08333333333333333,2,1
0.0,0,1,651755837,0,0,1,0.0,0.0,0,0
0.34363506121794185,0.33048635824436534,0.2660228270412643,631331473.0294118,24.30757956852089,24.30757956852089,0.2660228270412643,0.5808240609420825,0.011120866256950539,2,1
0.0,0,1,651002191,0,0,1,0.0,0.0,0,0
0.0,0,1,648642895,0,0,1,0.0,0.0,0,0
0.0,0,1,651723091,0,0,1,0.0,0.0,0,0
0.0,0,1,640483669,0,0,1,0.0,0.0,0,0
0.3270371759042353,0.3331802429961171,0.2566347469220246,618427677.3720931,29.619271514279067,29.619271514279067,0.2566347469220246,0.577085996523079,0.008849586346166373,2,1
0.0,0,1,649429340,0,0,1,0.0,0.0,0,0
0.0,0,1,651428191,0,0,1,0.0,0.0,0,0
0.0,0,0.4,421878732,2.5,2.5,0.4,0.6571428571428571,0.2,2,1
0.0,0,1,645431654,0,0,1,0.0,0.0,0,0
0.37542617794975036,0.0867443642376094,0.03596068823744755,553317785.6029962,45.5400568368377,45.5400568368377,0.03596068823744755,0.5101390943053085,0.003637884195330385,2,1
1.0,1.0,1.0,390515430.3333333,2.0,2.0,1.0,1.0,0.0,1,1
0.0,0,1,652181873,0,0,1,0.0,0.0,0,0
0.0,0,1,645923184,0,0,1,0.0,0.0,0,0
0.6248677248677248,0.64,0.5,302973016.4444444,5.616666666666667,5.616666666666667,0.5,0.690960890960891,0.07142857142857142,2,1
0.7643354891231172,0.502207948615014,0.29411764705882354,241629746.1142857,16.660050767706856,16.660050767706856,0.29411764705882354,0.5984859821939775,0.0213903743315508,2,1
0.0,0,1,648249717,0,0,1,0.0,0.0,0,0
0.6309930197264865,0.4785276073619632,0.2904717853839038,334601855.31914896,20.983877504596908,20.983877504596908,0.2904717853839038,0.5935773797714583,0.01576729365813547,2,1
1.0,1.0,1.0,412851175,2.0,2.0,1.0,1.0,0.0,1,1
0.0,0,1.0,351125124,1.0,1.0,1.0,1.0,0.0,1,1
0.0,0,1,650772871,0,0,1,0.0,0.0,0,0
0.0,0,1.0,596052277.5,1.0,1.0,1.0,1.0,0.0,1,1
0.5780762996212282,0.4059437243123617,0.21657361151924773,317738066.313253,31.5794399378331,31.5794399378331,0.21657361151924773,0.5663092890677337,0.009671930721984598,2,1
0.0,0,1.0,641351206.5,1.0,1.0,1.0,1.0,0.0,1,1
0.0,0,1,650445198,0,0,1,0.0,0.0,0,0
0.0,0,1,649265554,0,0,1,0.0,0.0,0,0
0.0,0,1,649822613,0,0,1,0.0,0.0,0,0
0.0,0,1.0,511276326.5,1.0,1.0,1.0,1.0,0.0,1,1
0.0,0,1,652345751,0,0,1,0.0,0.0,0,0
0.0,0,1,644907417,0,0,1,0.0,0.0,0,0
0.0,0,1,644219290,0,0,1,0.0,0.0,0,0
0.0,0,0.6666666666666666,280543495.6666667,1.5,1.5,0.6666666666666666,0.7777777777777778,0.3333333333333333,2,1
0.0,0,1,644841886,0,0,1,0.0,0.0,0,0
0.2952380952380952,0.17647058823529413,0.3333333333333333,372499149.28571427,3.7777777777777777,3.7777777777777777,0.3333333333333333,0.625974025974026,0.13333333333333333,2,1
0.0,0,1.0,633870281.5,1.0,1.0,1.0,1.0,0.0,1,1
0.0,0,1,647823795,0,0,1,0.0,0.0,0,0
0.22950478455902332,0.11887456397805676,0.06232905097389142,564986648.9868766,58.24250019257904,58.24250019257904,0.06232905097389142,0.5168464324380492,0.0024740658285649308,2,1
0.0,0,1,641499581,0,0,1,0.0,0.0,0,0
0.0,0,1,649003455,0,0,1,0.0,0.0,0,0
0.0,0,1,641237443,0,0,1,0.0,0.0,0,0
0.0,0,1,649003462,0,0,1,0.0,0.0,0,0
0.0,0,1,645431753,0,0,1,0.0,0.0,0,0
0.0,0,1,650969547,0,0,1,0.0,0.0,0,0
0.0,0,1,640614861,0,0,1,0.0,0.0,0,0
0.0,0,1,647102928,0,0,1,0.0,0.0,0,0
0.0,0,1,649429457,0,0,1,0.0,0.0,0,0
0.6063947519171781,0.3445814406229721,0.18971631205673758,306902944.6875,18.061323723197475,18.061323723197475,0.18971631205673758,0.5587866688419243,0.017614862781375272,2,1
0.0,0,1,646873558,0,0,1,0.0,0.0,0,0
0.0,0,1,651526615,0,0,1,0.0,0.0,0,0
0.0,0,1,645300694,0,0,1,0.0,0.0,0,0
0.0,0,1,640090595,0,0,1,0.0,0.0,0,0
0.0,0,1,639959529,0,0,1,0.0,0.0,0,0
0.0,0,1,646545901,0,0,1,0.0,0.0,0,0
0.0,0,1,649921006,0,0,1,0.0,0.0,0,0
0.5833333333333333,0.6,0.6666666666666666,234147393.75,2.388888888888889,2.388888888888889,0.6666666666666666,0.775,0.16666666666666666,2,1
0.0,0,1,646087156,0,0,1,0.0,0.0,0,0
0.0,0,1,644088308,0,0,1,0.0,0.0,0,0
0.0,0,1,645595650,0,0,1,0.0,0.0,0,0
0.0,0,1,648708613,0,0,1,0.0,0.0,0,0
0.0,0,1,648610311,0,0,1,0.0,0.0,0,0
0.3472230859083361,0.12973484848484848,0.08340649692712905,524934372.7794118,20.822412426030496,20.822412426030496,0.08340649692712905,0.5255065468931995,0.013887780349588956,2,1
0.0,0,1,651756047,0,0,1,0.0,0.0,0,0
0.0,0,1,642089493,0,0,1,0.0,0.0,0,0
0.0,0,1,651330074,0,0,1,0.0,0.0,0,0
0.0,0,1,646119969,0,0,1,0.0,0.0,0,0
0.5730186335403726,0.24721603563474387,0.18666666666666665,556066480.08,11.041269841269841,11.041269841269841,0.18666666666666665,0.5609797103567697,0.03536231884057971,2,1
0.0,0,1,640942631,0,0,1,0.0,0.0,0,0
0.0,0,1,644481577,0,0,1,0.0,0.0,0,0
0.4768873763736648,0.07587548638132295,0.05120327700972862,228554060.36507937,21.354586960232123,21.354586960232123,0.05120327700972862,0.5170200533993554,0.015554044639184778,2,1
0.0,0,1,648970799,0,0,1,0.0,0.0,0,0
0.0,0,1,641630769,0,0,1,0.0,0.0,0,0
0.3733702565534387,0.053636076713142605,0.024916943521594685,525392119.3289037,56.825866084573754,56.825866084573754,0.024916943521594685,0.5071540078730941,0.003261147346081624,2,1
0.0,0,1,642351677,0,0,1,0.0,0.0,0,0
0.0,0,1,640057923,0,0,1,0.0,0.0,0,0
0.43178508852937497,0.17829137432934378,0.09760374050263004,611829271.559322,19.566807856894066,19.566807856894066,0.09760374050263004,0.5298647007551932,0.01583151332451526,2,1
0.0,0,1,650445383,0,0,1,0.0,0.0,0,0
0.0,0,1,648872521,0,0,1,0.0,0.0,0,0
0.798968253968254,0.7142857142857143,0.6222222222222222,227244675.2,6.48042328042328,6.48042328042328,0.6222222222222222,0.7433479020979021,0.04722222222222222,2,1
0.8559523809523809,0.7105263157894737,0.6428571428571428,178263063.75,5.635714285714286,5.635714285714286,0.6428571428571428,0.7652777777777777,0.05952380952380952,2,1
0.0,0,1,643105363,0,0,1,0.0,0.0,0,0
0.0,0,0.6666666666666666,612404232.6666666,1.5,1.5,0.6666666666666666,0.7777777777777778,0.3333333333333333,2,1
0.0,0,1,650871386,0,0,1,0.0,0.0,0,0
0.0,0,1.0,498568958,1.0,1.0,1.0,1.0,0.0,1,1
0.0,0,1,650347100,0,0,1,0.0,0.0,0,0
0.6034313725490196,0.22784810126582278,0.19852941176470587,193281634.70588234,8.126388888888888,8.126388888888888,0.19852941176470587,0.5680265827749961,0.05343137254901961,2,1
0.0,0,1,649691745,0,0,1,0.0,0.0,0,0
0.0,0,1,643924587,0,0,1,0.0,0.0,0,0
0.0,0,1,649429615,0,0,1,0.0,0.0,0,0
0.0,0,1,646316662,0,0,1,0.0,0.0,0,0
0.0,0,1,651723383,0,0,1,0.0,0.0,0,0
0.0,0,1,644645494,0,0,1,0.0,0.0,0,0
0.0,0,1,651788927,0,0,1,0.0,0.0,0,0
0.0,0,1,645694087,0,0,1,0.0,0.0,0,0
0.782312197252384,0.7540130990671337,0.4891516777634237,614672189.4425287,206.14822265438,206.14822265438,0.4891516777634237,0.674881666088441,0.0014764402376779657,2,1
0.0,0,1,651723405,0,0,1,0.0,0.0,0,0
0.0,0,1,649953940,0,0,1,0.0,0.0,0,0
0.638021626406832,0.38754215433445743,0.10412394622920938,119486103.15789473,33.035714912430194,33.035714912430194,0.10412394622920938,0.5299955801830315,0.006838748502067104,2,1
0.0,0,1,643170969,0,0,1,0.0,0.0,0,0
0.38360505782423604,0.0938032973280273,0.06630630630630631,497188733.44,22.62126015876016,22.62126015876016,0.06630630630630631,0.5205339513463914,0.012790324571146492,2,1
0.0,0,1,646840988,0,0,1,0.0,0.0,0,0
0.6179983060417842,0.37915742793791574,0.21739130434782608,400861304.4583333,10.37389003910743,10.37389003910743,0.21739130434782608,0.5703018975096512,0.035573122529644265,2,1
0.0,0,1,650871456,0,0,1,0.0,0.0,0,0
0.3090738842756884,0.08517333816806745,0.035270954276201825,529256370.07597536,68.00746795310022,68.00746795310022,0.035270954276201825,0.5095994119211346,0.0019891320530387568,2,1
0.0,0,1,649691814,0,0,1,0.0,0.0,0,0
0.0,0,1,645464745,0,0,1,0.0,0.0,0,0
0.0,0,1,643334825,0,0,1,0.0,0.0,0,0
0.0,0,1,647496368,0,0,1,0.0,0.0,0,0
0.0,0,1,640844465,0,0,1,0.0,0.0,0,0
0.0,0,1,640287410,0,0,1,0.0,0.0,0,0
1.0,1.0,1.0,471079878.6666667,2.0,2.0,1.0,1.0,0.0,1,1
0.7323373466148505,0.7078386193420502,0.4657971893640684,613884188.1492064,191.48833935605924,191.48833935605924,0.4657971893640684,0.6678066378216588,0.0017067182448432313,2,1
0.0,0,1,650871483,0,0,1,0.0,0.0,0,0
0.0,0,1,647365311,0,0,1,0.0,0.0,0,0
0.0,0,1,644481728,0,0,1,0.0,0.0,0,0
0.0,0,1.0,489880209,1.0,1.0,1.0,1.0,0.0,1,1
0.0,0,1,646841028,0,0,1,0.0,0.0,0,0
0.0,0,1,644383428,0,0,1,0.0,0.0,0,0
0.0,0,1,646283974,0,0,1,0.0,0.0,0,0
0.0,0,1,642286284,0,0,1,0.0,0.0,0,0
0.0,0,1,647332557,0,0,1,0.0,0.0,0,0
0.0,0,1.0,425283232,1.0,1.0,1.0,1.0,0.0,1,1
0.4759405095832816,0.07640303759955547,0.040958605664488015,533798771.9044118,34.50342344429354,34.50342344429354,0.040958605664488015,0.5122930325204006,0.007157025330862031,2,1
0.0,0,1,640221909,0,0,1,0.0,0.0,0,0
0.5119047619047619,0.24,0.3214285714285714,350163321.375,4.357142857142857,4.357142857142857,0.3214285714285714,0.6185897435897436,0.11309523809523808,2,1
0.0,0,1,644907743,0,0,1,0.0,0.0,0,0
0.0,0,1,645923553,0,0,1,0.0,0.0,0,0
0.0,0,1,648839908,0,0,1,0.0,0.0,0,0
0.0,0,1,652083946,0,0,1,0.0,0.0,0,0
0.0,0,1.0,522977333.5,1.0,1.0,1.0,1.0,0.0,1,1
0.5019037475136391,0.14752013565069944,0.08907103825136611,595355022.1639345,21.045919913419915,21.045919913419915,0.08907103825136611,0.5272324266555152,0.015439473927942947,2,1
0.0,0,1,649200366,0,0,1,0.0,0.0,0,0
0.0,0,1,650642176,0,0,1,0.0,0.0,0,0
0.0,0,1,643040002,0,0,1,0.0,0.0,0,0
0.0,0,1.0,599326535.5,1.0,1.0,1.0,1.0,0.0,1,1
0.0,0,1,649233156,0,0,1,0.0,0.0,0,0
0.0,0,1,645202704,0,0,1,0.0,0.0,0,0
0.0,0,1,644350736,0,0,1,0.0,0.0,0,0
0.3540205828016511,0.16361556064073227,0.0893707033315706,599855905.6935484,20.46802633435391,20.46802633435391,0.0893707033315706,0.5274534394724903,0.015177154944473824,2,1
0.22419788209261893,0.06241331484049931,0.07112375533428165,452349603.6315789,15.40633848133848,15.40633848133848,0.07112375533428165,0.5247994123449018,0.02580211790738107,2,1
0.6084656084656085,0.3157894736842105,0.3333333333333333,426442879.6666667,4.895833333333333,4.895833333333333,0.3333333333333333,0.6203500203500203,0.09523809523809523,2,1
0.532523499865634,0.4247881697219627,0.22766323024054982,311731938.1546392,31.34818772855845,31.34818772855845,0.22766323024054982,0.5687756343938297,0.00812986073431,2,1
0.0,0,1,650117918,0,0,1,0.0,0.0,0,0
0.7666666666666666,0.6428571428571429,0.7,314679278,3.0,3.0,0.7,0.7866666666666666,0.09999999999999999,2,1
0.0,0,1,649593633,0,0,1,0.0,0.0,0,0
0.0,0,1,646906659,0,0,1,0.0,0.0,0,0
0.0,0,1.0,368308790,1.0,1.0,1.0,1.0,0.0,1,1
0.0,0,1,649429811,0,0,1,0.0,0.0,0,0
0.0,0,1,645366583,0,0,1,0.0,0.0,0,0
0.0,0,1,639796030,0,0,1,0.0,0.0,0,0
0.5285714285714286,0.14634146341463414,0.175,420678702.0625,7.6625,7.6625,0.175,0.5618226600985222,0.058928571428571434,2,1
0.0,0,0.4,382592437.6,2.5,2.5,0.4,0.6571428571428571,0.2,2,1
0.0,0,1,643040083,0,0,1,0.0,0.0,0,0
0.0,0,1,642941781,0,0,1,0.0,0.0,0,0
0.0,0,1,640779093,0,0,1,0.0,0.0,0,0
0.0,0,1,651035482,0,0,1,0.0,0.0,0,0
0.0,0,1,645464925,0,0,1,0.0,0.0,0,0
0.4931747327868403,0.1623745089480576,0.09117475160724722,600522741.1355932,19.243877713920817,19.243877713920817,0.09117475160724722,0.5280593653930247,0.015944302603381626,2,1
0.0,0,1,640189289,0,0,1,0.0,0.0,0,0
0.2962121212121212,0.140625,0.21212121212121213,615770848.1666666,6.073863636363637,6.073863636363637,0.21212121212121213,0.5773148148148148,0.07878787878787878,2,1
0.0,0,0.6666666666666666,476196226,1.5,1.5,0.6666666666666666,0.7777777777777778,0.3333333333333333,2,1
0.0,0,1,651690860,0,0,1,0.0,0.0,0,0
0.4456929810891608,0.24896538909815713,0.09556901876930388,469335982.16847825,43.09428023106366,43.09428023106366,0.09556901876930388,0.5272391311013488,0.004969400995773056,2,1
0.0,0,1.0,651592651.5,1.0,1.0,1.0,1.0,0.0,1,1
0.0,0,1,648151927,0,0,1,0.0,0.0,0,0
0.0,0,1,646480760,0,0,1,0.0,0.0,0,0
0.0,0,1,648610682,0,0,1,0.0,0.0,0,0
0.37010870890920305,0.12450411962160512,0.06900904691773617,617603034.4897959,27.182629239174343,27.182629239174343,0.06900904691773617,0.5204227244242022,0.009697822427940248,2,1
0.0,0,1,650871682,0,0,1,0.0,0.0,0,0
0.0,0,1,650347394,0,0,1,0.0,0.0,0,0
1.0,1.0,1.0,250734355,3.0,3.0,1.0,1.0,0.0,1,1
0.0,0,1,640222089,0,0,1,0.0,0.0,0,0
0.0,0,1,651559821,0,0,1,0.0,0.0,0,0
0.5806526806526807,0.41739130434782606,0.30769230769230765,370798996.6923077,6.825,6.825,0.30769230769230765,0.6069779191060656,0.06293706293706294,2,1
0.4862745098039215,0.2616279069767442,0.20588235294117646,494858853.5294118,8.4375,8.4375,0.20588235294117646,0.5710107162570685,0.05294117647058824,2,1
0.5578088578088578,0.3564356435643564,0.28205128205128205,245066783.84615386,6.675,6.675,0.28205128205128205,0.5977555625152879,0.06526806526806528,2,1
0.9035714285714287,0.8611111111111112,0.7857142857142857,430001124.875,6.171428571428572,6.171428571428572,0.7857142857142857,0.8454861111111112,0.03571428571428572,2,1
0.5307826294084508,0.44433497536945815,0.2624042624042624,318343455.4102564,30.91844922262545,30.91844922262545,0.2624042624042624,0.5816729939974231,0.009705207073628127,2,1
0.0,0,1,645727130,0,0,1,0.0,0.0,0,0
0.39999999999999997,0.3,0.38095238095238093,292869941.85714287,3.875,3.875,0.38095238095238093,0.6432900432900432,0.12380952380952381,2,1
0.0,0,1,640943003,0,0,1,0.0,0.0,0,0
0.0,0,1,643564453,0,0,1,0.0,0.0,0,0
0.0,0,1,652444583,0,0,1,0.0,0.0,0,0
0.0,0,1,644645800,0,0,1,0.0,0.0,0,0
0.0,0,1,646448043,0,0,1,0.0,0.0,0,0
0.0,0,0.25,389936339.375,4.0,4.0,0.25,0.5961538461538461,0.125,2,1
0.5399091140157505,0.2705798138869005,0.1184939091915836,261560831.1395349,16.02485119047619,16.02485119047619,0.1184939091915836,0.5377633261531197,0.021500148556302837,2,1
0.0,0,1.0,545991138,1.0,1.0,1.0,1.0,0.0,1,1
0.0,0,1,643400628,0,0,1,0.0,0.0,0,0
0.0,0,1,639894456,0,0,1,0.0,0.0,0,0
0.5119047619047619,0.24,0.3214285714285714,523394640.125,4.357142857142857,4.357142857142857,0.3214285714285714,0.6185897435897436,0.11309523809523808,2,1
0.0,0,1.0,356809098,1.0,1.0,1.0,1.0,0.0,1,1
0.0,0,0.5,409146967.75,2.0,2.0,0.5,0.7,0.25,2,1
0.0,0,1,646644695,0,0,1,0.0,0.0,0,0
0.0,0,1,646775769,0,0,1,0.0,0.0,0,0
0.0,0,1,639960025,0,0,1,0.0,0.0,0,0
0.0,0,1,649331683,0,0,1,0.0,0.0,0,0
0.7416588857765327,0.3360995850622407,0.2549019607843137,402674387.1111111,7.214362411631319,7.214362411631319,0.2549019607843137,0.5853995122924334,0.04656862745098039,2,1
0.0,0,1,650675180,0,0,1,0.0,0.0,0,0
0.0,0,1,651690989,0,0,1,0.0,0.0,0,0
0.0,0,1,640156653,0,0,1,0.0,0.0,0,0
0.9238095238095239,0.8048780487804879,0.6190476190476191,301035957.28571427,3.9444444444444446,3.9444444444444446,0.6190476190476191,0.7428571428571429,0.07619047619047618,2,1
0.46439393939393936,0.18181818181818182,0.22727272727272727,316597873.8333333,6.019318181818182,6.019318181818182,0.22727272727272727,0.5816798941798942,0.07727272727272727,2,1
0.0,0,1.0,406647208,1.0,1.0,1.0,1.0,0.0,1,1
0.0,0,1,643302389,0,0,1,0.0,0.0,0,0
